Rank	Taxonpath	Taxon	ERR1	ERR10	ERR11	ERR12	ERR13	ERR14	ERR15	ERR16	ERR17	ERR18	ERR19	ERR2	ERR20	ERR21	ERR22	ERR23	ERR24	ERR25	ERR26	ERR27	ERR28	ERR29	ERR3	ERR30	ERR31	ERR32	ERR33	ERR34	ERR35	ERR36	ERR37	ERR38	ERR39	ERR4	ERR40	ERR41	ERR42	ERR43	ERR44	ERR45	ERR46	ERR47	ERR48	ERR49	ERR5	ERR50	ERR52	ERR53	ERR54	ERR55	ERR56	ERR57	ERR58	ERR59	ERR6	ERR62	ERR63	ERR64	ERR65	ERR66	ERR67	ERR68	ERR7	ERR8	ERR9
phylum	Main genome;Bacteria;Acidobacteria;Acidobacteriia;Solibacterales	Solibacterales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Bacteria;Acidobacteria;Thermoanaerobaculia;Thermoanaerobaculales	Thermoanaerobaculales	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade	SAR202 clade	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Bacteria;Chloroflexi;Chloroflexia;Thermomicrobiales	Thermomicrobiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Bacteria;Chloroflexi;Anaerolineae;SBR1031	SBR1031	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales	Anaerolineales	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Bacteria;Chloroflexi;Anaerolineae;Ardenticatenales	Ardenticatenales	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Bacteria;Chloroflexi;Anaerolineae;Caldilineales	Caldilineales	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Bacteria;Patescibacteria;Gracilibacteria;JGI 0000069-P22	JGI 0000069-P22	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	12	1	4	0	0	0	1	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	2
phylum	Main genome;Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales	Saccharimonadales	0	1	0	2	4	1	3	0	2	2	0	0	1	3	0	2	1	0	0	7	0	0	0	0	2	2	0	0	0	1	1	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	6	0	0	0	0	0	1	0	0	0	1	10
phylum	Main genome;Bacteria;Patescibacteria;Parcubacteria;GWA2-38-13b	GWA2-38-13b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales	Planctomycetales	0	0	0	3	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	4	0	1	0	0	0	3	0	0	0	1	4	0	0	1	3	0	0	1	0	3	0	2	0	0	2	0	0	1	0	0	0	0	0	0	1
phylum	Main genome;Bacteria;Planctomycetes;Planctomycetacia;Isosphaerales	Isosphaerales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Bacteria;Planctomycetes;Planctomycetacia;Pirellulales	Pirellulales	0	8	3	9	11	5	8	5	3	7	2	3	3	7	1	9	7	6	0	7	3	2	0	7	2	2	4	0	3	8	9	4	0	1	0	8	3	0	0	5	11	3	4	3	8	4	0	5	4	7	2	2	3	3	3	2	1	5	3	2	0	0	4	3	7
phylum	Main genome;Bacteria;Planctomycetes;Planctomycetacia;Gemmatales	Gemmatales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Bacteria;Planctomycetes;Phycisphaerae;Tepidisphaerales	Tepidisphaerales	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Bacteria;Planctomycetes;Phycisphaerae;MSBL9	MSBL9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales	Phycisphaerales	0	2	1	2	4	2	1	0	1	1	1	0	1	1	1	1	1	1	0	2	0	1	1	0	1	0	1	0	0	3	1	2	1	1	9	2	2	0	0	0	5	0	1	0	5	1	1	1	0	7	2	1	2	1	2	1	0	1	0	1	0	0	0	0	0
phylum	Main genome;Bacteria;Planctomycetes;Phycisphaerae;mle1-8	mle1-8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales	Halanaerobiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Bacteria;Chlamydiae;Chlamydiae (kingdom);Chlamydiales	Chlamydiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	4
phylum	Main genome;Bacteria;Gemmatimonadetes;Gemmatimonadetes (kingdom);Gemmatimonadales	Gemmatimonadales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Bacteria;Gemmatimonadetes;Longimicrobia;Longimicrobiales	Longimicrobiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Bacteria;Lentisphaerae;Lentisphaeria;Lentisphaerales	Lentisphaerales	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Bacteria;Lentisphaerae;Oligosphaeria;P.palmC41	P.palmC41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales	Fusobacteriales	0	4	0	1	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	4	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	1	0	0	0	0	0	1	1	0
phylum	Main genome;Bacteria;Dependentiae;Babeliae;Babeliales	Babeliales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
phylum	Main genome;Bacteria;Armatimonadetes;Armatimonadia;Armatimonadales	Armatimonadales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Bacteria;Omnitrophicaeota;Omnitrophia;Omnitrophales	Omnitrophales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Bacteria;Latescibacteria;Latescibacteria (kingdom);Latescibacterales	Latescibacterales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales	Hydrogenedentiales	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
phylum	Main genome;Bacteria;Kiritimatiellaeota;Kiritimatiellae;WCHB1-41	WCHB1-41	0	0	3	8	9	2	5	1	2	0	0	0	1	0	1	1	2	0	1	1	0	0	0	0	1	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
phylum	Main genome;Bacteria;Kiritimatiellaeota;Kiritimatiellae;Kiritimatiellales	Kiritimatiellales	0	1	0	2	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	4	1	1	0	6	0	7	1	0	0	0	1	1	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0
phylum	Main genome;Bacteria;Cloacimonetes;Cloacimonadia;Cloacimonadales	Cloacimonadales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Bacteria;Fibrobacteres;Chitinivibrionia;Chitinivibrionales	Chitinivibrionales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales	Fibrobacterales	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
phylum	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales	Halobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Archaea;Euryarchaeota;Thermoplasmata;Marine Group II	Marine Group II	0	4	2	2	2	4	3	3	1	3	4	1	2	4	4	4	4	2	0	0	1	2	0	0	2	0	3	0	3	0	2	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	2	0	0	3	0	4
phylum	Main genome;Archaea;Euryarchaeota;Thermoplasmata;Marine Group III	Marine Group III	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Archaea;Nanoarchaeaeota;Nanohaloarchaeia;Nanohaloarchaeales	Nanohaloarchaeales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Chloroplast;Bacteria (Chloroplast);Cyanobacteria (Chloroplast);Oxyphotobacteria (Chloroplast);Prasinococcus (Chloroplast) (Oxyphotobacteria (Chloroplast))	Prasinococcus (Chloroplast) (Oxyphotobacteria (Chloroplast))	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Chloroplast;Bacteria (Chloroplast);Cyanobacteria (Chloroplast);Oxyphotobacteria (Chloroplast);Pavlova (Chloroplast)	Pavlova (Chloroplast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Chloroplast;Bacteria (Chloroplast);Cyanobacteria (Chloroplast);Oxyphotobacteria (Chloroplast);Partenskyella (Chloroplast)	Partenskyella (Chloroplast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Chloroplast;Bacteria (Chloroplast);Cyanobacteria (Chloroplast);Oxyphotobacteria (Chloroplast);Lotharella (Chloroplast)	Lotharella (Chloroplast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Chloroplast;Bacteria (Chloroplast);Cyanobacteria (Chloroplast);Oxyphotobacteria (Chloroplast);Pedinomonas (Chloroplast) (Oxyphotobacteria (Chloroplast))	Pedinomonas (Chloroplast) (Oxyphotobacteria (Chloroplast))	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Chloroplast;Bacteria (Chloroplast);Cyanobacteria (Chloroplast);Oxyphotobacteria (Chloroplast);Pseudochloris (Chloroplast)	Pseudochloris (Chloroplast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Chloroplast;Bacteria (Chloroplast);Cyanobacteria (Chloroplast);Oxyphotobacteria (Chloroplast);Chaetoceros (Chloroplast)	Chaetoceros (Chloroplast)	0	1	1	1	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	1	1	0	0	1	1	0	1	1	1	1	1	0	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	0	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	1
phylum	Chloroplast;Bacteria (Chloroplast);Cyanobacteria (Chloroplast);Oxyphotobacteria (Chloroplast);Pycnococcus (Chloroplast) (Oxyphotobacteria (Chloroplast))	Pycnococcus (Chloroplast) (Oxyphotobacteria (Chloroplast))	0	1	0	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1
phylum	Chloroplast;Bacteria (Chloroplast);Cyanobacteria (Chloroplast);Oxyphotobacteria (Chloroplast);Pyramimonas (Chloroplast) (Oxyphotobacteria (Chloroplast))	Pyramimonas (Chloroplast) (Oxyphotobacteria (Chloroplast))	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Chloroplast;Bacteria (Chloroplast);Cyanobacteria (Chloroplast);Oxyphotobacteria (Chloroplast);Eutreptiella (Chloroplast)	Eutreptiella (Chloroplast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Chloroplast;Bacteria (Chloroplast);Cyanobacteria (Chloroplast);Oxyphotobacteria (Chloroplast);Fucus (Chloroplast)	Fucus (Chloroplast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
phylum	Chloroplast;Bacteria (Chloroplast);Cyanobacteria (Chloroplast);Oxyphotobacteria (Chloroplast);Prasinoderma (Chloroplast) (Oxyphotobacteria (Chloroplast))	Prasinoderma (Chloroplast) (Oxyphotobacteria (Chloroplast))	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Chloroplast;Bacteria (Chloroplast);Cyanobacteria (Chloroplast);Oxyphotobacteria (Chloroplast);Heterosigma (Chloroplast)	Heterosigma (Chloroplast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1
phylum	Chloroplast;Bacteria (Chloroplast);Cyanobacteria (Chloroplast);Oxyphotobacteria (Chloroplast);Resultomonas (Chloroplast)	Resultomonas (Chloroplast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
phylum	Chloroplast;Bacteria (Chloroplast);Cyanobacteria (Chloroplast);Oxyphotobacteria (Chloroplast);Exanthemachrysis (Chloroplast)	Exanthemachrysis (Chloroplast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Chloroplast;Bacteria (Chloroplast);Cyanobacteria (Chloroplast);Oxyphotobacteria (Chloroplast);Desmarestia (Chloroplast)	Desmarestia (Chloroplast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Chloroplast;Bacteria (Chloroplast);Cyanobacteria (Chloroplast);Oxyphotobacteria (Chloroplast);Unknown Oxyphotobacteria (Chloroplast) phylum 1	Unknown Oxyphotobacteria (Chloroplast) phylum 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Mitochondria;Bacteria (Mitochondrion);Proteobacteria (Mitochondrion);Alphaproteobacteria (Mitochondrion);Rickettsiales (Mitochondrion)	Rickettsiales (Mitochondrion)	0	0	0	0	1	1	2	0	1	2	0	2	1	2	0	2	2	1	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	3	0	1	0	1	1	0	0	2	2	2	0	0	2	0	2	2	0	0	0	0	1
phylum	Mitochondria;Bacteria (Mitochondrion);Proteobacteria (Mitochondrion);Alphaproteobacteria (Mitochondrion);Unknown Alphaproteobacteria (Mitochondrion) phylum 1	Unknown Alphaproteobacteria (Mitochondrion) phylum 1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Mitochondria;Bacteria (Mitochondrion);Proteobacteria (Mitochondrion);Alphaproteobacteria (Mitochondrion);Unknown Alphaproteobacteria (Mitochondrion) phylum 2	Unknown Alphaproteobacteria (Mitochondrion) phylum 2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
class	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae	Enterobacteriaceae	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	7	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	7	0	0	0
class	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae	Pseudomonadaceae	1	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	2	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	1
class	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae	Moraxellaceae	2	0	3	1	0	0	2	0	0	1	0	1	3	1	0	3	0	1	0	0	0	0	0	4	4	5	1	0	0	1	4	2	0	0	0	2	1	1	1	2	2	4	0	0	1	0	1	0	0	1	1	0	0	8	0	0	0	2	1	0	0	1	0	0	0
class	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae	Burkholderiaceae	4	1	0	0	1	0	0	0	0	0	3	0	0	0	1	1	0	1	0	3	3	2	0	0	2	2	1	3	1	7	1	0	1	1	0	2	2	6	0	4	1	1	0	3	3	1	1	1	1	0	0	0	1	15	1	0	0	1	0	0	0	4	2	1	1
class	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Neisseriaceae	Neisseriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
class	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Chitinibacteraceae	Chitinibacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
class	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Rhodocyclaceae	Rhodocyclaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
class	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Aquaspirillaceae	Aquaspirillaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
class	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Methylophilaceae	Methylophilaceae	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	3	1	1	0	2	1	1	1	2	2	2	0	1	0	0	1	3	0	1	0	1	1	1	1	2	1	0	1	1	1	0	2	1	0	3	0	2	1	2	3	0	0	1	2	2
